Date,Price,Open,High,Low,Vol
3/9/2018,26599.7,27074.6,27247.4,26556.5,4150
3/12/2018,26513.3,26772.4,27031.5,26513.3,3230
3/13/2018,25951.9,26426.9,26426.9,25649.7,8350
3/14/2018,26254.2,25951.9,26254.2,25649.7,4160
3/15/2018,26167.8,26340.6,26383.7,26038.3,2390
3/16/2018,25951.9,26167.8,26254.2,25779.2,2860
3/19/2018,26124.7,25995.1,26167.8,25865.6,2680
3/20/2018,26470.1,25995.1,26901.9,25908.8,5860
3/21/2018,26340.6,26470.1,26686,26340.6,2010
3/22/2018,25951.9,26340.6,26513.3,25951.9,2540
3/23/2018,25304.2,25476.9,25736,25045.1,5690
3/26/2018,25563.3,25304.2,25649.7,25304.2,1890
3/27/2018,25692.8,25865.6,25951.9,25476.9,1990
3/28/2018,25433.8,25520.1,25649.7,25390.6,1330
3/29/2018,25692.8,25649.7,25779.2,25476.9,1660
3/30/2018,26211,25736,26470.1,25649.7,4890
4/2/2018,26556.5,26556.5,26642.8,26340.6,4410
4/3/2018,26426.9,26426.9,26513.3,26297.4,2290
4/4/2018,26642.8,26772.4,27117.8,26599.7,4610
4/5/2018,27204.2,26772.4,27506.5,26556.5,5770
4/6/2018,27074.6,27722.4,27765.5,27074.6,7260
4/9/2018,27376.9,27031.5,27463.3,27031.5,3020
4/10/2018,27808.7,27463.3,28154.2,27420.1,9010
4/11/2018,27204.2,27981.5,28240.5,27204.2,6620
4/12/2018,27463.3,27204.2,27463.3,26815.6,2650
4/13/2018,26772.4,27592.8,27592.8,26772.4,4310
4/16/2018,26383.7,26772.4,26945.1,26297.4,2370
4/17/2018,26772.4,26556.5,26772.4,26297.4,2220
4/18/2018,26772.4,26901.9,27161,26729.2,2500
4/19/2018,26211,26772.4,26815.6,26211,4770
4/20/2018,26470.1,26340.6,26556.5,26038.3,1950
4/23/2018,25045.1,26470.1,26642.8,24699.7,2930
4/24/2018,24354.2,24786,25261,24224.7,3720
4/26/2018,23749.7,24570.1,24915.6,23749.7,4080
4/27/2018,24613.3,23749.7,24786,23706.5,3210
5/2/2018,24613.3,24958.8,25045.1,24527,2750
5/3/2018,25045.1,24527,25045.1,24052,4340
5/4/2018,25390.6,25261,25476.9,25131.5,2350
5/7/2018,25736,25390.6,25736,25304.2,1760
5/8/2018,25476.9,25563.3,25736,25390.6,2240
