Date,Price,Open,High,Low,Vol
13/08/2018,23343,22730.7,23610.8,22654.2,4620000
14/08/2018,22960.3,23343,23457.8,22883.8,2750000
15/08/2018,22424.6,23343,23496,21888.8,6220000
16/08/2018,22960.3,22156.7,22998.6,21429.6,6310000
17/08/2018,23802.2,23419.5,24261.4,23036.8,5870000
20/08/2018,24031.8,23725.6,24337.9,23572.6,4490000
21/08/2018,25256.3,23725.6,25256.3,23725.6,5120000
22/08/2018,24873.7,25409.4,25792.1,24797.1,5470000
23/08/2018,25294.6,25026.7,25639,24644.1,4200000
24/08/2018,25562.5,24950.2,25677.3,24950.2,3490000
27/08/2018,26021.7,25792.1,26098.2,25600.7,3200000
28/08/2018,25792.1,26251.3,26251.3,25485.9,3250000
29/08/2018,25753.8,25792.1,26098.2,25677.3,2920000
30/08/2018,26710.5,25715.5,26710.5,25639,4130000
31/08/2018,26327.8,26633.9,26787,26251.3,2940000
4/9/2018,24873.7,26021.7,26021.7,24644.1,5140000
5/9/2018,25332.9,24644.1,25524.2,24605.8,4130000
6/9/2018,25065,25332.9,25409.4,24797.1,2420000
7/9/2018,25945.1,24873.7,26136.5,24873.7,3990000
10/9/2018,26021.7,25868.6,26404.3,25639,3870000
11/9/2018,27016.6,26021.7,27093.2,25945.1,5500000
12/9/2018,26595.7,27169.7,27246.2,26595.7,3180000
13/09/2018,26787,26940.1,27169.7,26404.3,3750000
14/09/2018,26672.2,27016.6,27169.7,26557.4,2080000
17/09/2018,26174.7,26557.4,26863.5,26174.7,2720000
18/09/2018,26978.3,25868.6,27016.6,25639,5190000
19/09/2018,27016.6,27169.7,27514.1,26940.1,3700000
20/09/2018,27169.7,27016.6,27361,26672.2,2900000
21/09/2018,27016.6,27322.8,27361,26519.1,5820000
24/09/2018,26710.5,27016.6,27246.2,26672.2,3050000
25/09/2018,26787,26595.7,27246.2,26480.9,2290000
26/09/2018,26710.5,26748.7,27131.4,26710.5,2460000
27/09/2018,26519.1,26787,26825.3,26519.1,2610000
28/09/2018,26940.1,26710.5,27284.5,26557.4,3550000
1/10/2018,26595.7,26940.1,27169.7,26480.9,2180000
2/10/2018,27705.4,26633.9,27858.5,26404.3,6540000
3/10/2018,28049.8,27782,28126.4,27705.4,2970000
4/10/2018,28126.4,28088.1,28164.6,27782,2360000
5/10/2018,27169.7,27858.5,28011.6,27169.7,3570000
8/10/2018,27552.4,26940.1,27705.4,26710.5,4110000
9/10/2018,27628.9,27628.9,27935,27399.3,1600000
10/10/2018,27054.9,27705.4,27705.4,26940.1,2620000
11/10/2018,25179.8,25332.9,26251.3,25179.8,8270000
12/10/2018,25868.6,25256.3,26136.5,24491,3350000
15/10/2018,24950.2,26021.7,26021.7,24950.2,1510000
16/10/2018,25639,24950.2,25639,24950.2,1980000
